time,seconds_elapsed,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,grav_x,grav_y,grav_z,fs_hz,activity
1783066164372590600,0.0,-0.181940621471405,-0.0049438861429691,-0.1821305910855531,0.0071393367834389,-0.0399062186479568,-0.0125960828736424,-0.8433760202948003,-9.663291330379248,-1.4421854515962302,50,standing
1783066164392516600,0.019926,-0.0516624557632952,0.029026772519946,-0.2625052735269069,0.0483280159533023,-0.0322150886058807,0.0049144038930535,-0.8427213557783514,-9.664042441007494,-1.437527835048735,50,standing
1783066164412443600,0.039853,0.0407337230570614,0.0780851101994514,-0.3904010010778904,0.1188969910144805,-0.0552496910095214,-0.0034150779247283,-0.8456342475503683,-9.666413846313953,-1.4197650916039943,50,standing
1783066164432370700,0.0597801,-0.3028212826285511,0.1166968726664781,-0.1777665506571531,0.1208553612232208,0.0015364523278549,-0.0618292205035686,-0.8399612434152514,-9.670458737790584,-1.3953738699302076,50,standing
1783066164452297700,0.0797071,-0.1497638604879379,0.0627332272887229,-0.1410340260654687,0.1034333035349845,0.0260059367865324,-0.0483850128948688,-0.8273699112590401,-9.674555067193507,-1.37434613334015,50,standing
1783066164472224800,0.0996342,0.0864222189772874,0.0971808558136224,-0.2030181885525584,0.105532981455326,-0.0023563210852444,-0.0084116104990243,-0.821890895326063,-9.677726682966949,-1.355158471658826,50,standing
1783066164492151800,0.1195612,-0.0166298669572919,0.2321469601422548,-0.2628724994041025,0.1928358227014541,-0.0179422367364168,-0.0285496488213539,-0.8192458607099949,-9.681912444218993,-1.3265781277321278,50,standing
1783066164512078600,0.139488,-0.1437086521022021,0.2151730289876461,-0.0585796147406101,0.1734351813793182,0.0591394193470478,-0.0417957417666912,-0.8111289705540985,-9.687681675270198,-1.288906860985607,50,standing
1783066164532005600,0.159415,-0.0276570185367017,0.1026490580916404,0.1726116521120071,0.1019112318754196,0.098989650607109,0.0018273433670401,-0.805225664794445,-9.69142670701742,-1.2642182638004422,50,standing
1783066164551932700,0.1793421,0.1942464146845042,0.0351613297522068,0.007416998258233,0.0502916760742664,-0.0025891917757689,0.0276959836483001,-0.8076111716914921,-9.693071551615,-1.2500076598793268,50,standing
1783066164571858700,0.1992681,-0.0172454415723681,-0.0163712890863418,0.1848404345661401,-0.0132690342143177,0.0267852563410997,0.0266352333128452,-0.8123454336717725,-9.69316390607357,-1.24622010416463,50,standing
1783066164591785700,0.2191951,-0.2086401200875639,-0.1477671337127685,0.1107826801866292,-0.0792852267622947,0.0271796230226755,-0.0038004224188625,-0.8144323229484259,-9.69165350151062,-1.2565581044360994,50,standing
1783066164611712800,0.2391222,-0.1725603603161871,0.0312450330913066,0.0602075082033872,-0.0406203083693981,0.0047512324526906,-0.0062721534632146,-0.8123545668262988,-9.690053080576655,-1.2701768799439073,50,standing
