time,seconds_elapsed,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,grav_x,grav_y,grav_z,fs_hz,activity
1783069009987240200,0.0,1.177948970362544,-0.2652782453715801,-1.0589362219691276,0.4266933798789978,-1.6646897792816162,-0.7521712183952332,-2.136527606178075,-9.11355784547925,-2.923818239700794,100,walking
1783069009997203500,0.0099633,1.524391441117972,-0.1419172386407852,-1.2639356474667789,0.3265355825424194,-1.8222160339355469,-0.7574761509895325,-2.117405264817924,-9.140552235388755,-2.8525945397034285,100,walking
1783069010007167200,0.019927,1.5894116103000937,0.1069043774485588,-1.3645415092930198,0.2230369001626968,-1.9526246786117556,-0.7869868874549866,-2.100573518612981,-9.164318895423412,-2.788051632644236,100,walking
1783069010017130500,0.0298903,1.1908357783339918,0.7547434317916631,-1.563255278649926,0.153510496020317,-2.020620584487915,-0.8288624882698059,-2.0811795207045973,-9.186373490843176,-2.72939866040647,100,walking
1783069010027093200,0.039853,1.43486577623263,0.6709475427299737,-0.8832841792479157,0.0797193646430969,-2.027935266494751,-0.8507089018821716,-2.05885443778038,-9.206874427080152,-2.676743759539723,100,walking
1783069010037056300,0.0498161,1.6359594264633952,0.6646791299849748,-0.7460124283254146,0.0130909178406,-1.833834409713745,-0.8332047462463379,-2.0324992225572465,-9.225296803477406,-2.6331042320385576,100,walking
1783069010047019300,0.0597791,1.9140680734440685,0.474783750116825,-0.5510840227261186,-0.0589920617640018,-1.5726372003555298,-0.7660601139068604,-2.0031024476811288,-9.240853269049524,-2.600881878347695,100,walking
1783069010056982300,0.0697421,1.770239448224008,0.1981990978330373,-0.375683032156527,-0.1168539524078369,-1.385324001312256,-0.6958386301994324,-1.9737462970763444,-9.253068607500197,-2.5798086951807138,100,walking
1783069010066945300,0.0797051,1.5299083048433064,0.4482026171833276,-0.6881400850713253,-0.1625620573759079,-1.3614593744277954,-0.6529783010482788,-1.9467986689180132,-9.262605666652322,-2.5660291761532426,100,walking
1783069010076909300,0.0896691,1.4987065263718369,0.6781716487646102,-1.0209025516510009,-0.2326208502054214,-1.3900692462921145,-0.654565155506134,-1.9217321783311665,-9.270063581442832,-2.557980017471313,100,walking
1783069010086872300,0.0996321,1.520159794897586,0.849569833433628,-1.3618880721747877,-0.279325783252716,-1.3510746955871582,-0.6822047233581543,-1.8953012675233183,-9.27611221395731,-2.5557740318596363,100,walking
1783069010096835300,0.1095951,1.3640012649364768,1.0046791466027498,-1.286102763350308,-0.3117373287677765,-1.2663601636886597,-0.7403044104576111,-1.8630423812143504,-9.281882614052297,-2.55853619004935,100,walking
1783069010106798000,0.1195578,1.0340163002461191,1.0458476078152656,-1.055802892379463,-0.3352320194244385,-1.257667064666748,-0.8236021995544434,-1.822456688325852,-9.288035875985026,-2.565426826345921,100,walking
1783069010116761000,0.1295208,0.9151853381603956,1.0885112760215998,-1.2267758373737334,-0.3448086977005005,-1.4522013664245603,-0.8915480375289917,-1.7773973571546375,-9.294637466207146,-2.5731214725017546,100,walking
1783069010126724400,0.1394842,0.7759479862533509,1.1576198835611342,-1.7519614487335085,-0.3226067125797272,-1.7989606857299805,-0.9850071668624878,-1.7322817657515406,-9.302394656205175,-2.575857034945488,100,walking
1783069010136687400,0.1494472,0.8748268781565129,1.2932576035410166,-2.253919329240918,-0.2669034600257873,-2.196498155593872,-1.1246689558029177,-1.6857130529306827,-9.312785701838136,-2.569199915143847,100,walking
1783069010146650400,0.1594102,1.3095162260331212,1.5134125125944613,-2.357472350434959,-0.2493428736925125,-2.7531557083129883,-1.3402882814407349,-1.6343793176651,-9.326739408388732,-2.551688223850727,100,walking
1783069010156614400,0.1693742,1.6776479660272596,1.746173220720887,-2.518000766043365,-0.2987912893295288,-3.200934171676636,-1.5187716484069824,-1.5767920749627051,-9.342824866271018,-2.528976041305065,100,walking
1783069010166577400,0.1793372,1.8301050111219288,1.9238234515219923,-2.193056864260137,-0.3996862173080444,-3.278610944747925,-1.5579129457473757,-1.5148188722610472,-9.357970412954687,-2.5108017944499847,100,walking
1783069010176540400,0.1893002,2.110830708733201,1.9321961430698635,-1.206970189924538,-0.4693093001842499,-2.9032516479492188,-1.42916738986969,-1.452425252190232,-9.369184465408324,-2.505837742301821,100,walking
1783069010186503200,0.199263,2.821645859210193,1.5248860927671193,0.084357906858623,-0.4185214638710022,-2.202500581741333,-1.111325979232788,-1.3966469586059451,-9.37607305587828,-2.5117791150495408,100,walking
1783069010196466200,0.209226,3.81516005319804,0.7697153754740953,1.1268968285173178,-0.2416320741176605,-1.446386694908142,-0.5468899011611938,-1.3631982779905198,-9.37926454539597,-2.5182269760146734,100,walking
1783069010206429200,0.219189,4.591751451921462,0.0117155722349882,1.253556584532559,0.0075194220989942,-0.900444746017456,0.125701829791069,-1.37274702758044,-9.379178620678186,-2.5133552783250805,100,walking
1783069010216392200,0.229152,4.5241234383285045,-0.6941805342793465,0.4508388109058141,0.1994473934173584,-0.4816933572292328,0.6795956492424011,-1.4285704754807054,-9.37613092354536,-2.4935420320913195,100,walking
1783069010226355200,0.239115,4.16034331767261,-0.6466635808229446,-0.009690496148169,0.2655893862247467,-0.1902162581682205,1.0834554433822632,-1.519688085732609,-9.36902956710756,-2.466213003399968,100,walking
1783069010236319200,0.249079,3.9925627389788634,0.2076151609539985,0.1499544146239757,0.1814125180244445,-0.0948846042156219,1.309046983718872,-1.6357706258930265,-9.35571006680727,-2.4424023580931125,100,walking
1783069010246282200,0.259042,2.795477983252704,0.7382073075324297,0.2623790167987346,-0.0921327322721481,-0.3234658539295196,1.2793726921081543,-1.7626792421028017,-9.334887643530964,-2.4337702849566933,100,walking
1783069010256245200,0.269005,1.5126238464348016,1.206367840117216,-0.0690972093626856,-0.3748410642147064,-0.4704560041427612,1.0894362926483154,-1.882827716527879,-9.307599239110946,-2.448256490948796,100,walking
1783069010266208300,0.2789681,1.077901473071426,1.322399526873231,0.4938844641670584,-0.5849325060844421,-0.4833403825759887,0.8885881304740906,-1.9860519441589712,-9.276685045409202,-2.4837650267034768,100,walking
