time,seconds_elapsed,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,grav_x,grav_y,grav_z,fs_hz,activity
1783067717500974800,0.0,0.0054293133060447,-0.0079173489958047,0.0297819748014211,0.0012162963394075,0.0016180982347577,-0.0002605023910291,0.1859571819026954,0.110868011249369,-9.804259889993071,50,still
1783067717520900000,0.0199252,-0.0031266623868606,-0.0022263525462709,0.0471387677937746,-0.0007411269471049,4.57679852843e-05,0.0007272639777511,0.1861334152524359,0.1107136061389464,-9.804258136427402,50,still
1783067717540824000,0.0398492,0.0016001834719441,-0.008588398391474,0.0339689050972461,0.0018825379665941,0.0004637814126908,0.0008701552287675,0.1863446285840123,0.1104916065518744,-9.804256967383624,50,still
1783067717560748800,0.059774,-0.0058271717835217,-0.0027576555445324,0.0314279884427785,-0.0037380438297986,0.0016278077382594,-0.0010520827490836,0.1864397595215588,0.1100478174402844,-9.804259889993071,50,still
1783067717580674000,0.0796992,-0.005923599629011,0.003731898271013,0.0366688117057085,0.0002496913075447,-0.0003556393785402,-0.0011272623669356,0.1863865497632883,0.109843042982649,-9.804263397124409,50,still
1783067717600598800,0.099624,-0.0083485982862301,-0.0027811642842832,0.026050387057662,-0.0002218289300799,0.0013266118476167,0.0006598104955628,0.1861180715528316,0.1097720509725157,-9.804269242343306,50,still
1783067717620524000,0.1195492,-0.0059902533907443,0.0005426737756468,0.0350333194583654,0.0011594886891543,-0.0002963144797831,-0.0011091788765043,0.1861539283175021,0.1092913273840211,-9.804273918518424,50,still
1783067717640448800,0.139474,-0.0046980398894287,-0.00372983417809,0.0338438174128532,0.0040239235386252,-0.0005953238578513,0.001749484334141,0.1860588156462647,0.108775422884291,-9.80428151730299,50,still
1783067717660374000,0.1593992,0.0158171440686099,-0.0116088604575023,0.0350707288593053,-0.0024454880040138,0.0003704318078234,0.0023229615762829,0.1814052176867611,0.1138113438254222,-9.804311327919365,50,still
1783067717680298800,0.179324,0.0012361907314509,-0.0078611892286222,0.0472048187673091,-0.0023290885146707,-0.0008970370981842,0.0007764218607917,0.1823691490817815,0.111111144956015,-9.804324771922824,50,still
1783067717700224000,0.1992492,-0.0029802213871851,-0.0039344168394804,0.0377864175587892,0.0021300674416124,0.0008226182544603,7.64079741202e-05,0.1820964330876246,0.1107756750571075,-9.804333539751172,50,still
1783067717720149000,0.2191742,0.0004332768507301,-0.0098422617769334,0.0395738854974508,-0.0011662088800221,-0.0004665721207857,-0.000755718210712,0.1830224436250515,0.1099498186922166,-9.804325356444716,50,still
1783067717740074000,0.2390992,0.0018036701547913,-0.0019441380714066,0.0346066184788942,-0.0001050208229571,-0.0009495356352999,-6.21595536358e-05,0.1850936969411559,0.1090846623633988,-9.804296130350233,50,still
1783067717759999000,0.2590242,0.0039186712810769,-0.0029511962221004,0.0304413154929876,-0.0018657797481864,0.001395724248141,-0.0010642444249242,0.1841757966449484,0.1084456977395806,-9.804320680269598,50,still
1783067717779924000,0.2789492,-0.0019152773031033,0.0007118837295565,0.0249281050294637,0.0008509715553373,-0.0017164803575724,0.0011632739333435,0.1829767778524197,0.1083739294113125,-9.804344061145184,50,still
1783067717799849000,0.2988742,0.002920928948,-0.0006020575463771,0.031509236985445,0.0017093901988118,0.0001180960098281,7.2746188379e-06,0.1832282501291483,0.1081914946496486,-9.804341138535737,50,still
1783067717819774000,0.3187992,-8.07188197039e-05,-0.0043433264339342,0.0135503864467144,0.0003571612760424,-0.002047121990472,-0.0009119540336541,0.1835364210291765,0.107892548235692,-9.804338800448178,50,still
1783067717839699000,0.3387242,0.0023168255750089,-0.0058008134995587,0.0322556714385747,-0.001915089553222,-0.0032000404316931,-0.000501918955706,0.1835330782946199,0.1078536592637188,-9.804339384970069,50,still
1783067717859624000,0.3586492,0.0024763635182753,-0.0026658947410061,0.0238800572812557,-0.0018898309208452,0.0007420225883834,-0.0017324336804449,0.1832239027475938,0.1080107677878811,-9.804343476623297,50,still
1783067717879549000,0.3785742,-0.0036876755367964,-0.0015900365372654,0.0349438876092433,0.0005148805212229,-0.0001928859855979,0.0012759255478158,0.1835520752560347,0.1082816480179783,-9.804334124273062,50,still
1783067717899474000,0.3984992,-0.0105398429865017,0.0004488854118157,0.0331453137546777,0.0014451229944825,-0.0010823522461578,-0.0024052872322499,0.1836705505365505,0.1083376525215338,-9.804331201663611,50,still
1783067717919399000,0.4184242,0.0075566989898681,0.0043350335296243,0.0282037656992673,-0.0032158186659216,-0.0008577089756727,0.0008301349007524,0.1841290714263916,0.1078931692901998,-9.804327694532274,50,still
1783067717939324000,0.4383492,0.0029429215840995,-0.0029576076965779,0.0334457580059766,0.0002396951895207,-0.001463345834054,0.0016997039783746,0.1838048079080879,0.1080032055359333,-9.804332370707392,50,still
1783067717959249000,0.4582742,0.0036838944108225,0.0006575505932793,0.032106033834815,-0.0005140211433172,-0.0001038380432873,-5.51462871953e-05,0.1833631102888844,0.1081289873400703,-9.804339384970069,50,still
1783067717979174000,0.4781992,0.0061700669370591,0.0062971821817569,0.0336047479599714,-0.0001484306994825,-0.0027544186450541,0.0012279911898076,0.1831215018190443,0.108325231431378,-9.804341723057629,50,still
